LAT,LON,Num
46.065541,-1.092838,682
46.065636,-1.09283,683
46.065732,-1.092801,684
46.06583,-1.092793,685
46.065923,-1.092802,686
46.066005,-1.09281,687
46.066092,-1.09279,688
46.066188,-1.092791,689
46.066286,-1.092798,690
46.066386,-1.092803,691
46.066472,-1.092804,692
46.066567,-1.092808,693
46.066664,-1.092818,694
46.066746,-1.092809,695
46.066827,-1.092814,696
46.066921,-1.0928,697
46.067005,-1.092783,698
46.067108,-1.092757,699
46.067214,-1.092753,700
46.067304,-1.092764,701
46.067392,-1.092768,702
46.06749,-1.092792,703
46.067581,-1.092818,704
46.067665,-1.092844,705
46.067757,-1.092859,706
46.067841,-1.092853,707
46.067931,-1.092843,708
46.068032,-1.09284,709
46.068131,-1.092829,710
46.068232,-1.092808,711
46.068336,-1.092795,712
46.068429,-1.092763,713
46.06852,-1.092774,714
46.068606,-1.092802,715
46.068704,-1.092812,716
46.068788,-1.092822,717
46.068883,-1.092831,718
46.068974,-1.09283,719
46.069077,-1.092834,720
46.06918,-1.092823,721
46.069265,-1.092826,722
46.069352,-1.092819,723
46.069437,-1.092827,724
46.069529,-1.092827,725
46.069615,-1.092816,726
46.069706,-1.092859,727
46.069784,-1.092905,728
46.069863,-1.092937,729
46.069952,-1.092977,730
46.070035,-1.09296,731
46.070128,-1.092976,732
46.070231,-1.092996,733
46.070326,-1.093019,734
46.070425,-1.093006,735
46.07051,-1.093019,736
46.070607,-1.093051,737
46.070699,-1.093059,738
46.070793,-1.09306,739
46.070885,-1.093069,740
46.07097,-1.093079,741
46.071056,-1.093079,742
46.071151,-1.093079,743
46.071242,-1.093105,744
46.07133,-1.093104,745
46.071422,-1.093128,746
46.071511,-1.09313,747
46.071607,-1.093109,748
46.071703,-1.093105,749
46.071801,-1.093106,750
46.071897,-1.093113,751
46.071983,-1.093115,752
46.072088,-1.093119,753
46.072173,-1.093122,754
46.072258,-1.093124,755
46.07236,-1.093136,756
46.07246,-1.093144,757
46.072551,-1.093153,758
46.072647,-1.093145,759
46.072733,-1.093153,760
46.072831,-1.093199,761
46.072923,-1.093203,762
46.073017,-1.093215,763
46.073099,-1.093221,764
46.073179,-1.093248,765
46.073271,-1.093266,766
46.073357,-1.093271,767
46.07345,-1.093291,768
46.073533,-1.093298,769
46.073618,-1.093304,770
46.073703,-1.093317,771
46.0738,-1.09334,772
46.073882,-1.093348,773
46.073979,-1.093374,774
46.074063,-1.093404,775
46.074154,-1.093426,776
46.074238,-1.093439,777
46.074332,-1.093445,778
46.074422,-1.093473,779
46.074512,-1.093477,780
46.07461,-1.093496,781
46.074704,-1.093523,782
46.07479,-1.09351,783
46.074884,-1.093526,784
46.074976,-1.093547,785
46.075064,-1.093548,786
46.075157,-1.093557,787
46.075256,-1.093564,788
46.075338,-1.093602,789
46.075432,-1.093629,790
46.07552,-1.093666,791
46.075602,-1.093688,792
46.075696,-1.093696,793
46.075798,-1.093699,794
46.07589,-1.09371,795
46.075971,-1.093737,796
46.076055,-1.093775,797
46.076147,-1.093812,798
46.076247,-1.093816,799
46.076329,-1.09382,800
46.076418,-1.093851,801
46.076506,-1.093871,802
46.076601,-1.093889,803
46.076702,-1.093893,804
46.076802,-1.093918,805
46.07689,-1.09395,806
46.076974,-1.093957,807
46.077069,-1.093959,808
46.077156,-1.093962,809
46.077244,-1.09398,810
46.077338,-1.094026,811
46.077428,-1.094047,812
46.077514,-1.094081,813
46.077601,-1.0941,814
46.077701,-1.094113,815
46.077798,-1.094137,816
46.077883,-1.094172,817
46.077971,-1.094185,818
46.07806,-1.094197,819
46.078152,-1.094224,820
46.078234,-1.094244,821
46.078326,-1.09427,822
46.078416,-1.094319,823
46.078489,-1.094369,824
46.078561,-1.094424,825
46.078653,-1.094465,826
46.078741,-1.094496,827
46.07882,-1.094533,828
46.07891,-1.094558,829
46.079003,-1.094604,830
46.079086,-1.094654,831
46.07917,-1.094691,832
46.079251,-1.094745,833
46.079336,-1.094793,834
46.079435,-1.094845,835
46.079534,-1.094896,836
46.079622,-1.094963,837
46.079702,-1.095002,838
46.079795,-1.095034,839
46.079877,-1.095103,840
46.079952,-1.095185,841
46.080029,-1.095242,842
46.080121,-1.095279,843
46.080205,-1.095304,844
46.080283,-1.095334,845
46.080378,-1.095358,846
46.080473,-1.095397,847
46.080563,-1.095414,848
46.08066,-1.095445,849
46.080743,-1.095465,850
46.080828,-1.095505,851
46.080912,-1.095555,852
46.081007,-1.095603,853
46.081089,-1.095664,854
46.081179,-1.095709,855
46.081276,-1.095726,856
46.081373,-1.095763,857
46.081463,-1.095795,858
46.081547,-1.095854,859
46.081642,-1.095911,860
46.081721,-1.095964,861
46.08181,-1.096023,862
46.081895,-1.096053,863
46.081975,-1.09608,864
46.082054,-1.096116,865
46.082124,-1.096176,866
46.082205,-1.096214,867
46.082286,-1.09626,868
46.082362,-1.096299,869
46.082444,-1.096331,870
46.082538,-1.096373,871
46.082622,-1.096403,872
46.082703,-1.096319,873
46.082745,-1.096184,874
46.082801,-1.096088,875
46.082827,-1.095931,876
46.082834,-1.095802,877
46.082883,-1.09568,878
46.082964,-1.095656,879
46.083059,-1.095658,880
46.08315,-1.095659,881
46.083217,-1.095757,882
46.083188,-1.095871,883
46.08316,-1.095982,884
46.083135,-1.096116,885
46.083112,-1.096251,886
46.083077,-1.096398,887
46.083061,-1.096513,888
46.083036,-1.096652,889
46.083009,-1.096782,890
46.083084,-1.096871,891
46.08317,-1.09692,892
46.083232,-1.097012,893
46.083293,-1.097114,894
46.083388,-1.097159,895
46.08347,-1.097159,896
46.08355,-1.097107,897
46.083631,-1.097075,898
46.083735,-1.097105,899
46.083841,-1.097142,900
46.083928,-1.097161,901
46.08401,-1.097181,902
46.084099,-1.097223,903
46.084187,-1.097251,904
46.084277,-1.097259,905
46.084363,-1.097265,906
46.084445,-1.097284,907
46.084536,-1.097313,908
46.084616,-1.097331,909
46.084712,-1.097358,910
46.08479,-1.097396,911
46.084878,-1.097433,912
46.084961,-1.097465,913
46.085051,-1.097505,914
46.085132,-1.097533,915
46.085224,-1.097581,916
46.085312,-1.097604,917
46.08541,-1.097631,918
46.085506,-1.097655,919
46.085593,-1.097667,920
46.085695,-1.097698,921
46.085791,-1.097723,922
46.085872,-1.09775,923
46.085964,-1.097782,924
46.086056,-1.097804,925
46.086155,-1.097821,926
46.086255,-1.097841,927
46.086337,-1.097868,928
46.086421,-1.097801,929
46.086387,-1.097767,930
46.086341,-1.097771,931
46.086341,-1.097771,932
46.086345,-1.09779,933
46.086334,-1.097895,934
46.086334,-1.097895,935
46.086253,-1.097925,936
46.086163,-1.097909,937
46.086082,-1.097886,938
46.085991,-1.097851,939
46.085897,-1.097835,940
46.085805,-1.097815,941
46.085715,-1.097798,942
46.08563,-1.097766,943
46.085544,-1.097745,944
46.085439,-1.097741,945
46.085341,-1.097719,946
46.085252,-1.09768,947
46.08516,-1.097642,948
46.085072,-1.097631,949
46.084985,-1.097603,950
46.084905,-1.097563,951
46.084822,-1.097528,952
46.084733,-1.097474,953
46.084641,-1.097436,954
46.084557,-1.097408,955
46.084471,-1.097398,956
46.08439,-1.097377,957
46.084296,-1.097374,958
46.084213,-1.097344,959
46.084127,-1.097309,960
46.084042,-1.097269,961
46.083946,-1.097247,962
46.083849,-1.097198,963
46.083762,-1.097159,964
46.08367,-1.097139,965
46.083585,-1.097143,966
46.083488,-1.09717,967
46.083395,-1.097189,968
46.083307,-1.09715,969
46.083245,-1.097033,970
46.083196,-1.096916,971
46.083134,-1.096837,972
46.083133,-1.096699,973
46.083138,-1.096559,974
46.083175,-1.096435,975
46.083196,-1.096318,976
46.083197,-1.096172,977
46.083236,-1.096062,978
46.083259,-1.095912,979
46.083245,-1.095773,980
46.083262,-1.095618,981
46.083271,-1.09548,982
46.083277,-1.095334,983
46.083268,-1.095191,984
46.083237,-1.095082,985
46.083225,-1.094948,986
46.08329,-1.094841,987
46.083278,-1.094704,988
46.083212,-1.09462,989
46.08313,-1.094583,990
46.083032,-1.094538,991
46.082957,-1.094459,992
46.08289,-1.094393,993
46.082832,-1.0943,994
46.082758,-1.094242,995
46.082667,-1.094266,996
46.082609,-1.094381,997
46.082565,-1.094489,998
46.082543,-1.094619,999
46.082507,-1.094748,1000
46.082478,-1.094873,1001
46.082421,-1.094999,1002
46.082336,-1.095022,1003
46.082248,-1.095028,1004
46.082156,-1.095006,1005
46.082081,-1.09496,1006
46.082004,-1.094909,1007
46.081938,-1.094838,1008
46.081848,-1.09477,1009
46.081771,-1.094716,1010
46.081688,-1.094659,1011
46.081617,-1.094583,1012
46.081588,-1.09444,1013
46.081621,-1.094309,1014
46.081659,-1.094188,1015
46.08167,-1.094063,1016
46.081681,-1.093942,1017
46.081678,-1.093811,1018
46.081712,-1.093675,1019
46.081683,-1.09354,1020
46.08161,-1.093474,1021
46.081531,-1.093432,1022
46.081448,-1.093388,1023
46.081368,-1.0933,1024
46.081296,-1.09322,1025
46.081204,-1.09316,1026
46.081124,-1.093108,1027
46.08104,-1.093064,1028
46.081013,-1.093203,1029
46.08099,-1.09332,1030
46.080957,-1.09345,1031
46.080923,-1.093558,1032
46.080884,-1.093666,1033
46.080825,-1.093788,1034
46.080772,-1.093877,1035
46.080763,-1.094006,1036
46.080701,-1.094083,1037
46.080609,-1.094045,1038
46.080523,-1.093955,1039
46.08044,-1.093924,1040
46.080351,-1.093885,1041
46.080262,-1.093836,1042
46.08018,-1.093787,1043
46.0801,-1.093738,1044
46.080058,-1.093636,1045
46.079995,-1.093496,1046
46.079991,-1.093344,1047
46.080004,-1.093222,1048
46.080023,-1.093092,1049
46.080067,-1.092983,1050
46.080119,-1.092869,1051
46.080147,-1.09275,1052
46.080165,-1.09263,1053
46.080179,-1.092511,1054
46.080134,-1.0924,1055
46.080041,-1.092357,1056
46.079951,-1.092308,1057
46.079877,-1.092242,1058
46.079794,-1.092174,1059
46.079724,-1.092104,1060
46.079645,-1.092032,1061
46.079553,-1.091981,1062
46.079463,-1.091935,1063
46.079371,-1.091871,1064
46.079296,-1.091815,1065
46.079189,-1.091825,1066
46.079106,-1.091803,1067
46.079029,-1.091757,1068
46.078935,-1.091746,1069
46.078852,-1.09174,1070
46.078829,-1.091861,1071
46.078802,-1.091986,1072
46.078772,-1.092104,1073
46.078737,-1.092218,1074
46.078688,-1.092348,1075
46.078625,-1.092452,1076
46.078577,-1.092568,1077
46.078549,-1.092679,1078
46.078619,-1.092747,1079
46.078709,-1.092788,1080
46.078781,-1.092848,1081
46.078788,-1.092981,1082
46.078772,-1.093101,1083
46.078718,-1.093211,1084
46.078674,-1.093316,1085
46.078618,-1.093423,1086
46.078578,-1.093531,1087
46.078536,-1.093667,1088
46.0785,-1.093815,1089
46.07851,-1.093958,1090
46.078533,-1.094112,1091
46.078515,-1.094231,1092
46.078435,-1.09431,1093
46.078353,-1.094346,1094
46.078264,-1.094349,1095
46.078172,-1.094327,1096
46.078075,-1.094295,1097
46.077991,-1.094269,1098
46.077907,-1.094246,1099
46.077804,-1.094228,1100
46.077699,-1.094188,1101
46.07759,-1.094178,1102
46.077498,-1.094148,1103
46.07741,-1.094131,1104
46.077327,-1.094108,1105
46.077238,-1.094099,1106
46.077142,-1.094094,1107
46.07704,-1.09409,1108
46.076955,-1.094071,1109
46.076867,-1.094045,1110
46.076777,-1.094023,1111
46.076687,-1.093992,1112
46.076599,-1.093951,1113
46.076509,-1.093929,1114
46.076407,-1.093926,1115
46.076321,-1.09393,1116
46.076222,-1.093896,1117
46.076135,-1.093874,1118
46.076034,-1.093862,1119
46.07593,-1.093838,1120
46.075829,-1.09383,1121
46.075745,-1.093828,1122
46.075656,-1.093808,1123
46.075552,-1.093776,1124
46.07546,-1.093745,1125
46.075374,-1.093721,1126
46.075289,-1.093707,1127
46.075205,-1.093688,1128
46.075111,-1.093674,1129
46.075019,-1.093657,1130
46.074928,-1.093618,1131
46.07484,-1.093594,1132
46.074749,-1.093574,1133
46.074649,-1.093564,1134
46.074566,-1.093565,1135
46.074484,-1.093556,1136
46.07439,-1.093547,1137
46.074302,-1.093547,1138
46.074219,-1.093543,1139
46.074118,-1.093532,1140
46.074035,-1.093517,1141
46.07395,-1.093506,1142
46.073854,-1.093467,1143
46.073848,-1.093318,1144
46.073873,-1.093191,1145
46.073899,-1.093067,1146
46.073952,-1.092954,1147
46.073965,-1.092834,1148
46.073973,-1.092691,1149
46.074009,-1.092561,1150
46.074023,-1.092427,1151
46.074049,-1.092284,1152
46.074103,-1.092193,1153
46.074143,-1.092073,1154
46.074168,-1.091949,1155
46.074167,-1.091803,1156
46.074156,-1.091686,1157
46.074142,-1.091554,1158
46.074151,-1.09139,1159
46.074149,-1.091259,1160
46.074134,-1.091142,1161
46.074114,-1.091025,1162
46.074023,-1.091043,1163
46.073901,-1.091044,1164
46.073818,-1.09108,1165
46.07373,-1.091118,1166
46.073651,-1.091149,1167
46.073566,-1.091186,1168
46.07347,-1.091216,1169
46.073405,-1.09132,1170
46.073372,-1.091431,1171
46.073382,-1.091567,1172
46.0734,-1.091701,1173
46.073377,-1.091821,1174
46.073368,-1.091949,1175
46.07336,-1.092075,1176
46.073349,-1.092217,1177
46.07333,-1.092348,1178
46.073321,-1.09249,1179
46.073311,-1.09262,1180
46.073311,-1.092746,1181
46.073303,-1.092885,1182
46.073324,-1.093005,1183
46.073305,-1.093151,1184
46.073218,-1.093155,1185
46.073166,-1.093051,1186
46.073221,-1.092931,1187
46.073303,-1.09284,1188
46.073361,-1.092736,1189
46.073392,-1.092602,1190
46.073327,-1.092499,1191
46.073359,-1.092367,1192
46.073362,-1.092194,1193
46.073346,-1.092065,1194
46.073275,-1.091922,1195
46.07317,-1.09187,1196
46.07308,-1.0918,1197
46.073009,-1.091735,1198
46.072927,-1.091682,1199
46.072839,-1.091624,1200
46.072746,-1.091582,1201
46.072656,-1.091596,1202
46.072566,-1.091634,1203
46.072493,-1.091533,1204
46.072463,-1.091418,1205
46.072422,-1.091292,1206
46.072384,-1.091171,1207
46.072387,-1.091054,1208
46.072383,-1.090923,1209
46.072369,-1.0908,1210
46.072353,-1.090671,1211
46.072365,-1.090551,1212
46.07233,-1.090422,1213
46.072306,-1.090283,1214
46.072291,-1.090148,1215
46.072283,-1.090013,1216
46.072257,-1.089885,1217
46.072221,-1.089777,1218
46.072191,-1.089638,1219
46.072188,-1.089494,1220
46.072175,-1.08936,1221
46.072167,-1.089222,1222
46.072159,-1.089098,1223
46.07213,-1.088983,1224
46.072109,-1.088858,1225
46.072118,-1.088713,1226
46.072094,-1.088585,1227
46.072045,-1.088486,1228
46.072024,-1.088354,1229
46.071979,-1.088243,1230
46.071936,-1.088125,1231
46.071928,-1.087983,1232
46.071958,-1.08784,1233
46.071969,-1.087698,1234
46.071954,-1.087562,1235
46.071912,-1.087428,1236
46.071893,-1.087294,1237
46.071846,-1.087171,1238
46.071793,-1.087079,1239
46.071759,-1.086956,1240
46.071721,-1.086827,1241
46.071636,-1.086792,1242
46.071543,-1.086844,1243
46.071455,-1.086893,1244
46.071366,-1.086918,1245
46.071314,-1.087015,1246
46.0713,-1.087146,1247
46.071302,-1.087295,1248
46.071314,-1.087419,1249
46.071327,-1.087554,1250
46.071327,-1.087682,1251
46.071351,-1.087817,1252
46.071365,-1.087965,1253
46.071378,-1.088098,1254
46.071393,-1.088242,1255
46.071411,-1.088369,1256
46.071461,-1.088494,1257
46.071466,-1.088637,1258
46.071499,-1.088769,1259
46.071549,-1.088881,1260
46.071612,-1.088982,1261
46.071667,-1.089069,1262
46.071712,-1.089169,1263
46.071656,-1.089289,1264
46.07167,-1.089454,1265
46.07169,-1.089571,1266
46.071703,-1.089687,1267
46.071708,-1.089804,1268
46.071722,-1.089939,1269
46.071737,-1.090091,1270
46.071745,-1.090216,1271
46.071779,-1.090329,1272
46.071832,-1.090439,1273
46.07184,-1.090575,1274
46.071857,-1.090704,1275
46.071871,-1.090837,1276
46.071893,-1.090982,1277
46.071916,-1.091096,1278
46.071928,-1.091216,1279
46.071945,-1.091331,1280
46.07194,-1.09147,1281
46.071959,-1.091599,1282
46.071974,-1.091736,1283
46.071904,-1.091803,1284
46.071853,-1.091901,1285
46.071842,-1.092023,1286
46.071844,-1.092163,1287
46.07185,-1.092289,1288
46.071845,-1.092413,1289
46.071843,-1.092552,1290
46.071834,-1.092696,1291
46.07181,-1.092831,1292
46.071784,-1.092972,1293
46.071741,-1.093094,1294
46.071655,-1.093136,1295
46.071549,-1.093127,1296
46.071444,-1.093138,1297
46.071346,-1.093139,1298
46.071262,-1.093104,1299
46.071225,-1.092975,1300
46.071208,-1.092855,1301
46.071189,-1.09274,1302
46.071181,-1.09259,1303
46.071168,-1.092465,1304
46.071173,-1.092314,1305
46.071192,-1.092197,1306
46.07119,-1.092025,1307
46.071176,-1.091903,1308
46.071151,-1.091783,1309
46.071134,-1.091646,1310
46.071123,-1.091505,1311
46.071119,-1.091376,1312
46.071125,-1.091257,1313
46.07113,-1.091137,1314
46.071127,-1.091004,1315
46.071104,-1.090891,1316
46.07108,-1.090755,1317
46.071054,-1.090637,1318
46.071058,-1.090468,1319
46.07108,-1.09034,1320
46.071072,-1.090219,1321
46.071036,-1.09011,1322
46.071001,-1.089991,1323
46.070891,-1.089992,1324
46.070782,-1.090027,1325
46.070701,-1.090054,1326
46.070613,-1.090088,1327
46.070533,-1.090113,1328
46.070426,-1.090131,1329
46.070359,-1.090214,1330
46.07038,-1.090329,1331
46.070414,-1.09046,1332
46.070439,-1.090576,1333
46.070482,-1.090708,1334
46.070512,-1.090818,1335
46.070547,-1.090937,1336
46.070556,-1.091062,1337
46.070584,-1.091201,1338
46.070604,-1.091322,1339
46.070633,-1.091459,1340
46.070659,-1.091582,1341
46.070672,-1.091721,1342
46.070684,-1.091854,1343
46.070699,-1.091985,1344
